2024-03-18 23:27:55,189 INFO    StreamThr :15163 [internal.py:wandb_internal():86] W&B internal server running at pid: 15163, started at: 2024-03-18 23:27:55.188911
2024-03-18 23:27:55,191 DEBUG   HandlerThread:15163 [handler.py:handle_request():146] handle_request: status
2024-03-18 23:27:55,194 INFO    WriterThread:15163 [datastore.py:open_for_write():87] open: /project/wandb/run-20240318_232755-z04xojbg/run-z04xojbg.wandb
2024-03-18 23:27:55,194 DEBUG   SenderThread:15163 [sender.py:send():378] send: header
2024-03-18 23:27:55,194 DEBUG   SenderThread:15163 [sender.py:send():378] send: run
2024-03-18 23:27:55,385 INFO    SenderThread:15163 [dir_watcher.py:__init__():211] watching files in: /project/wandb/run-20240318_232755-z04xojbg/files
2024-03-18 23:27:55,385 INFO    SenderThread:15163 [sender.py:_start_run_threads():1099] run started: z04xojbg with start time 1710804475.188914
2024-03-18 23:27:55,391 DEBUG   HandlerThread:15163 [handler.py:handle_request():146] handle_request: check_version
2024-03-18 23:27:55,391 DEBUG   SenderThread:15163 [sender.py:send_request():405] send_request: check_version
2024-03-18 23:27:55,476 DEBUG   HandlerThread:15163 [handler.py:handle_request():146] handle_request: run_start
2024-03-18 23:27:55,480 DEBUG   HandlerThread:15163 [system_info.py:__init__():26] System info init
2024-03-18 23:27:55,480 DEBUG   HandlerThread:15163 [system_info.py:__init__():41] System info init done
2024-03-18 23:27:55,480 INFO    HandlerThread:15163 [system_monitor.py:start():194] Starting system monitor
2024-03-18 23:27:55,481 INFO    SystemMonitor:15163 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-18 23:27:55,481 INFO    HandlerThread:15163 [system_monitor.py:probe():214] Collecting system info
2024-03-18 23:27:55,481 INFO    SystemMonitor:15163 [interfaces.py:start():190] Started cpu monitoring
2024-03-18 23:27:55,482 INFO    SystemMonitor:15163 [interfaces.py:start():190] Started disk monitoring
2024-03-18 23:27:55,483 INFO    SystemMonitor:15163 [interfaces.py:start():190] Started gpu monitoring
2024-03-18 23:27:55,483 INFO    SystemMonitor:15163 [interfaces.py:start():190] Started memory monitoring
2024-03-18 23:27:55,484 INFO    SystemMonitor:15163 [interfaces.py:start():190] Started network monitoring
2024-03-18 23:27:55,491 DEBUG   HandlerThread:15163 [system_info.py:probe():150] Probing system
2024-03-18 23:27:55,493 DEBUG   HandlerThread:15163 [system_info.py:_probe_git():135] Probing git
2024-03-18 23:27:55,498 ERROR   HandlerThread:15163 [gitlib.py:root():92] git root error: Cmd('git') failed due to: exit code(128)
  cmdline: git rev-parse --show-toplevel
  stderr: 'fatal: detected dubious ownership in repository at '/project'
To add an exception for this directory, call:

	git config --global --add safe.directory /project'
2024-03-18 23:27:55,498 DEBUG   HandlerThread:15163 [system_info.py:_probe_git():143] Probing git done
