2024-03-18 23:59:15,075 INFO    StreamThr :15781 [internal.py:wandb_internal():86] W&B internal server running at pid: 15781, started at: 2024-03-18 23:59:15.074858
2024-03-18 23:59:15,077 DEBUG   HandlerThread:15781 [handler.py:handle_request():146] handle_request: status
2024-03-18 23:59:15,079 INFO    WriterThread:15781 [datastore.py:open_for_write():87] open: /project/wandb/run-20240318_235915-rm8x15cw/run-rm8x15cw.wandb
2024-03-18 23:59:15,080 DEBUG   SenderThread:15781 [sender.py:send():378] send: header
2024-03-18 23:59:15,080 DEBUG   SenderThread:15781 [sender.py:send():378] send: run
2024-03-18 23:59:15,305 INFO    SenderThread:15781 [dir_watcher.py:__init__():211] watching files in: /project/wandb/run-20240318_235915-rm8x15cw/files
2024-03-18 23:59:15,305 INFO    SenderThread:15781 [sender.py:_start_run_threads():1099] run started: rm8x15cw with start time 1710806355.074692
2024-03-18 23:59:15,311 DEBUG   HandlerThread:15781 [handler.py:handle_request():146] handle_request: check_version
2024-03-18 23:59:15,311 DEBUG   SenderThread:15781 [sender.py:send_request():405] send_request: check_version
2024-03-18 23:59:15,399 DEBUG   HandlerThread:15781 [handler.py:handle_request():146] handle_request: run_start
2024-03-18 23:59:15,404 DEBUG   HandlerThread:15781 [system_info.py:__init__():26] System info init
2024-03-18 23:59:15,404 DEBUG   HandlerThread:15781 [system_info.py:__init__():41] System info init done
2024-03-18 23:59:15,404 INFO    HandlerThread:15781 [system_monitor.py:start():194] Starting system monitor
2024-03-18 23:59:15,404 INFO    SystemMonitor:15781 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-18 23:59:15,404 INFO    HandlerThread:15781 [system_monitor.py:probe():214] Collecting system info
2024-03-18 23:59:15,405 INFO    SystemMonitor:15781 [interfaces.py:start():190] Started cpu monitoring
2024-03-18 23:59:15,405 INFO    SystemMonitor:15781 [interfaces.py:start():190] Started disk monitoring
2024-03-18 23:59:15,406 INFO    SystemMonitor:15781 [interfaces.py:start():190] Started gpu monitoring
2024-03-18 23:59:15,406 INFO    SystemMonitor:15781 [interfaces.py:start():190] Started memory monitoring
2024-03-18 23:59:15,407 INFO    SystemMonitor:15781 [interfaces.py:start():190] Started network monitoring
2024-03-18 23:59:15,415 DEBUG   HandlerThread:15781 [system_info.py:probe():150] Probing system
2024-03-18 23:59:15,417 DEBUG   HandlerThread:15781 [system_info.py:_probe_git():135] Probing git
2024-03-18 23:59:15,422 ERROR   HandlerThread:15781 [gitlib.py:root():92] git root error: Cmd('git') failed due to: exit code(128)
  cmdline: git rev-parse --show-toplevel
  stderr: 'fatal: detected dubious ownership in repository at '/project'
To add an exception for this directory, call:

	git config --global --add safe.directory /project'
2024-03-18 23:59:15,422 DEBUG   HandlerThread:15781 [system_info.py:_probe_git():143] Probing git done
2024-03-18 23:59:15,422 DEBUG   HandlerThread:15781 [system_info.py:probe():198] Probing system done
